split,arm,method,case_id,replicate,predicted_1,predicted_2,predicted_3,prediction_count,shape_valid,expected_1,expected_2,expected_3,correct_terms,term_accuracy,exact_triplet,rule_score,confidence,calibration_score,rule,source
final,medium,direct,F03,2,8931,25455,72309,3,1,8953,25653,73789,0,0.000000,0,0,0.4200,0.823600,Standard recurrence for the associated Motzkin-type sequence,final-medium-independent-r02
final,medium,direct,F04,2,2188,5798,15511,3,1,2188,5798,15511,3,1.000000,1,1,0.9900,0.999900,Motzkin numbers,final-medium-independent-r02
final,medium,direct,F05,2,2170810,4044971,6870732,3,1,2170810,4044971,6870732,3,1.000000,1,1,0.9900,0.999900,"Start at 16, then cumulatively add successive prime fourth powers",final-medium-independent-r02
final,medium,direct,F06,2,115030870,1380370403,17944815280,3,1,115030808,1380369733,17944806488,0,0.000000,0,0,0.9700,0.059100,"a(n)=n·a(n-1)+(-1)^n p_n, with successive primes p_n",final-medium-independent-r02
final,medium,direct,F07,2,42,729,132,3,1,42,729,132,3,1.000000,1,0,0.9900,0.999900,Odd terms are Catalan numbers; even terms are powers of 3,final-medium-independent-r02
final,medium,direct,F08,2,259201,776190,2326785,3,1,261625,788970,2375101,0,0.000000,0,0,0.3700,0.863100,Cumulative recurrence with successive powers of 3,final-medium-independent-r02
final,medium,direct,F09,2,100031,161088,248873,3,1,161082,248869,371334,0,0.000000,0,1,0.9900,0.019900,"a(n)=n^5+p_n, where p_n is the nth prime",final-medium-independent-r02
final,medium,direct,F10,2,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,1,0.9900,0.999900,"Start with 4^3, then cumulatively add cubes of successive composite integers",final-medium-independent-r02
final,medium,direct,F11,2,14490,29097,58342,3,1,14506,29157,58482,0,0.000000,0,0,0.9600,0.078400,a(n)=2a(n-1)+n^2+4(-1)^n,final-medium-independent-r02
final,medium,direct,F12,2,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,0,0.9900,0.999900,a(n)=(n+1)^(n-1),final-medium-independent-r02
final,medium,direct,F01,3,50521,2702765,199360981,3,1,50521,353792,2702765,1,0.333333,0,1,0.9900,0.019900,Euler zigzag (up/down) numbers,final-medium-independent-r03
final,medium,direct,F02,3,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,0.9900,0.999900,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),final-medium-independent-r03
final,medium,direct,F03,3,8917,25359,72189,3,1,8953,25653,73789,0,0.000000,0,0,0.2800,0.921600,Compact recurrence sequence with asymptotic ratio near 2.84,final-medium-independent-r03
final,medium,direct,F04,3,2193,5901,15907,3,1,2188,5798,15511,0,0.000000,0,0,0.2500,0.937500,Compact recurrence sequence with asymptotic ratio near 2.59,final-medium-independent-r03
final,medium,direct,F05,3,2170810,4044971,6870732,3,1,2170810,4044971,6870732,3,1.000000,1,1,0.9900,0.999900,Cumulative sums of consecutive prime fourth powers,final-medium-independent-r03
final,medium,direct,F06,3,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,0,0.9900,0.999900,Multiply by n and alternately add/subtract consecutive primes,final-medium-independent-r03
final,medium,direct,F07,3,42,729,132,3,1,42,729,132,3,1.000000,1,0,0.9900,0.999900,Odd positions are Catalan numbers; even positions are powers of 3,final-medium-independent-r03
final,medium,direct,F08,3,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9900,0.999900,a(n)=3a(n-1)+2^n-1,final-medium-independent-r03
final,medium,direct,F09,3,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,0.9900,0.999900,"a(n)=n^5+p_n, where p_n is the nth prime",final-medium-independent-r03
final,medium,direct,F10,3,28296,38944,52768,3,1,28296,37557,48205,1,0.333333,0,0,0.2400,0.942400,Cumulative cubes following the observed integer-base pattern,final-medium-independent-r03
final,medium,direct,F11,3,14506,29157,58482,3,1,14506,29157,58482,3,1.000000,1,0,0.9900,0.999900,a(n)=2a(n-1)+n^2+(-1)^n,final-medium-independent-r03
final,medium,direct,F12,3,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,1,0.9900,0.999900,a(n)=n^(n-2),final-medium-independent-r03
final,medium,direct,F01,4,50521,353792,2830336,3,1,50521,353792,2702765,2,0.666667,0,0,0.0800,0.993600,Best-fit factorial-growth continuation,final-medium-independent-r04
final,medium,direct,F02,4,9496,35696,138256,3,1,9496,35696,140152,2,0.666667,0,0,0.0700,0.995100,Best-fit exponential recurrence continuation,final-medium-independent-r04
final,medium,direct,F03,4,8915,25325,71995,3,1,8953,25653,73789,0,0.000000,0,0,0.0700,0.995100,Best-fit exponential recurrence continuation,final-medium-independent-r04
final,medium,direct,F04,4,2181,5717,14987,3,1,2188,5798,15511,0,0.000000,0,0,0.0700,0.995100,Best-fit exponential recurrence continuation,final-medium-independent-r04
final,medium,direct,F05,4,1248250,1249619,1251300,3,1,2170810,4044971,6870732,0,0.000000,0,0,0.9900,0.019900,Start at 16 and add successive prime squares,final-medium-independent-r04
final,medium,direct,F06,4,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,0,0.9800,0.999600,"Multiply successively by 11, 12, 13 and add alternating consecutive primes",final-medium-independent-r04
final,medium,direct,F07,4,42,729,132,3,1,42,729,132,3,1.000000,1,0,1.0000,1.000000,Odd positions are Catalan numbers; even positions are powers of 3,final-medium-independent-r04
final,medium,direct,F08,4,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9900,0.999900,a(n)=3a(n-1)+2^(n+1)-1,final-medium-independent-r04
final,medium,direct,F09,4,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,1.0000,1.000000,a(n)=n^5 plus the nth prime,final-medium-independent-r04
final,medium,direct,F10,4,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,0,0.9500,0.997500,Add cubes of successive composite integers starting at 6,final-medium-independent-r04
final,medium,direct,F11,4,14506,29177,58522,3,1,14506,29157,58482,1,0.333333,0,0,0.9400,0.116400,Double the previous term and add alternating parity quadratic corrections,final-medium-independent-r04
final,medium,direct,F12,4,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,1,1.0000,1.000000,a(n)=n^(n-2),final-medium-independent-r04
final,medium,direct,F01,5,51413,385216,3076021,3,1,50521,353792,2702765,0,0.000000,0,0,0.0800,0.993600,Approximate factorial-growth recurrence suggested by the prefix,final-medium-independent-r05
final,medium,direct,F02,5,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,0.9900,0.999900,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),final-medium-independent-r05
final,medium,direct,F03,5,8891,25157,71132,3,1,8953,25653,73789,0,0.000000,0,0,0.1500,0.977500,"Linear recurrence with asymptotic ratio near 1+sqrt(??), fitted to the prefix",final-medium-independent-r05
final,medium,direct,F04,5,2175,5671,14791,3,1,2188,5798,15511,0,0.000000,0,0,0.1500,0.977500,Near-Pell recurrence with ratio approaching the square of the golden ratio,final-medium-independent-r05
final,medium,direct,F05,5,1248250,1249619,1251300,3,1,2170810,4044971,6870732,0,0.000000,0,0,0.9900,0.019900,"Start with 4², then cumulatively add successive prime squares",final-medium-independent-r05
final,medium,direct,F06,5,104573459,1254881545,16313460044,3,1,115030808,1380369733,17944806488,0,0.000000,0,0,0.9800,0.039600,a(n)=n·a(n-1) plus alternating successive prime corrections,final-medium-independent-r05
final,medium,direct,F07,5,42,729,132,3,1,42,729,132,3,1.000000,1,0,0.9900,0.999900,Odd positions are Catalan numbers; even positions are powers of 3,final-medium-independent-r05
final,medium,direct,F08,5,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9800,0.999600,a(n)=3a(n-1)+(2^n-1) with the observed indexing,final-medium-independent-r05
final,medium,direct,F09,5,161080,248863,371330,3,1,161082,248869,371334,0,0.000000,0,1,0.9900,0.019900,a(n)=n^5 plus the nth prime,final-medium-independent-r05
final,medium,direct,F10,5,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,1,0.9500,0.997500,Cumulative cubes of successive composite integers,final-medium-independent-r05
final,medium,direct,F11,5,14487,29094,58333,3,1,14506,29157,58482,0,0.000000,0,0,0.9800,0.039600,a(n)=2a(n-1)+n²+(-1)^n,final-medium-independent-r05
final,medium,direct,F12,5,285311670611,8916100448256,302875106592253,3,1,2357947691,61917364224,1792160394037,0,0.000000,0,0,1.0000,0.000000,a(n)=n^n,final-medium-independent-r05
final,medium,direct,F01,6,50521,353792,2702765,3,1,50521,353792,2702765,3,1.000000,1,1,1.0000,1.000000,Euler up/down (zigzag) numbers,final-medium-independent-r06
final,medium,direct,F02,6,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,1.0000,1.000000,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),final-medium-independent-r06
final,medium,direct,F03,6,8953,25653,73789,3,1,8953,25653,73789,3,1.000000,1,1,1.0000,1.000000,1 followed by central trinomial coefficients,final-medium-independent-r06
final,medium,direct,F04,6,2188,5798,15511,3,1,2188,5798,15511,3,1.000000,1,1,1.0000,1.000000,Motzkin numbers,final-medium-independent-r06
final,medium,direct,F05,6,1248250,1249619,1251300,3,1,2170810,4044971,6870732,0,0.000000,0,0,0.9900,0.019900,16 plus cumulative squares of consecutive primes starting with 3²,final-medium-independent-r06
final,medium,direct,F06,6,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,1,0.9900,0.999900,"a(n)=n·a(n-1)+(-1)^n p_n, where p_n is the nth prime",final-medium-independent-r06
final,medium,direct,F07,6,42,729,132,3,1,42,729,132,3,1.000000,1,0,1.0000,1.000000,Odd-position terms are Catalan numbers; even-position terms are powers of 3,final-medium-independent-r06
final,medium,direct,F08,6,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,1.0000,1.000000,a(n)=3a(n-1)+2^(n+1)-1,final-medium-independent-r06
final,medium,direct,F09,6,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,1.0000,1.000000,a(n)=n^5 plus the nth prime,final-medium-independent-r06
final,medium,direct,F10,6,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,1,0.9900,0.999900,64 plus cumulative cubes of consecutive composite integers starting with 6³,final-medium-independent-r06
final,medium,direct,F11,6,14487,29094,58333,3,1,14506,29157,58482,0,0.000000,0,0,1.0000,0.000000,a(n)=2a(n-1)+n²+(-1)^n,final-medium-independent-r06
final,medium,direct,F12,6,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,0,1.0000,1.000000,"a(n)=(n+1)^(n-1), for n≥1",final-medium-independent-r06
final,medium,direct,F01,7,50521,353792,2830336,3,1,50521,353792,2702765,2,0.666667,0,0,0.1800,0.967600,Number sequence of indecomposable set partitions,final-medium-independent-r07
final,medium,direct,F02,7,9496,35696,136288,3,1,9496,35696,140152,2,0.666667,0,0,0.1600,0.974400,Number sequence of restricted permutations,final-medium-independent-r07
final,medium,direct,F03,7,8875,25143,71389,3,1,8953,25653,73789,0,0.000000,0,0,0.1200,0.985600,Linear recurrence with exponentially growing correction terms,final-medium-independent-r07
final,medium,direct,F04,7,2181,5727,15067,3,1,2188,5798,15511,0,0.000000,0,0,0.1200,0.985600,Linear recurrence with alternating combinatorial corrections,final-medium-independent-r07
final,medium,direct,F05,7,1248250,1249619,1251300,3,1,2170810,4044971,6870732,0,0.000000,0,0,0.9900,0.019900,Cumulative sum of squares of consecutive primes,final-medium-independent-r07
final,medium,direct,F06,7,115030870,1380370403,17944815280,3,1,115030808,1380369733,17944806488,0,0.000000,0,0,0.9300,0.135100,a(n)=n·a(n−1) plus alternating consecutive primes,final-medium-independent-r07
final,medium,direct,F07,7,42,729,132,3,1,42,729,132,3,1.000000,1,1,1.0000,1.000000,Interleaves Catalan numbers and powers of 3,final-medium-independent-r07
final,medium,direct,F08,7,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,1.0000,1.000000,a(n)=3·a(n−1)+2^n−1,final-medium-independent-r07
final,medium,direct,F09,7,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,1.0000,1.000000,a(n)=n^5 plus the nth prime,final-medium-independent-r07
final,medium,direct,F10,7,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,1,0.9900,0.999900,Cumulative sums of cubes indexed by successive composite numbers,final-medium-independent-r07
final,medium,direct,F11,7,14506,29157,58482,3,1,14506,29157,58482,3,1.000000,1,0,0.9100,0.991900,a(n)=2·a(n−1)+(n+1)^2+(-1)^(n+1),final-medium-independent-r07
final,medium,direct,F12,7,100000000,25937424601,61917364224,3,1,2357947691,61917364224,1792160394037,0,0.000000,0,0,1.0000,0.000000,a(n)=n^(n−2),final-medium-independent-r07
final,medium,direct,F01,8,50521,353792,2702765,3,1,50521,353792,2702765,3,1.000000,1,0,0.7100,0.915900,"Number of connected set partitions (sequence begins 1,1,1,2,5,16,...).",final-medium-independent-r08
final,medium,direct,F02,8,9004,31216,110240,3,1,9496,35696,140152,0,0.000000,0,0,0.1800,0.967600,Linear recurrence inferred from the prefix.,final-medium-independent-r08
final,medium,direct,F03,8,8703,24077,66667,3,1,8953,25653,73789,0,0.000000,0,0,0.9600,0.078400,a(n)=3a(n-1)-a(n-2)+a(n-3).,final-medium-independent-r08
final,medium,direct,F04,8,2699,8675,27189,3,1,2188,5798,15511,0,0.000000,0,0,0.4300,0.815100,Recursive continuation of the nested order-three recurrence visible in the prefix.,final-medium-independent-r08
final,medium,direct,F05,8,2600890,5546021,11852952,3,1,2170810,4044971,6870732,0,0.000000,0,0,0.1200,0.985600,Compact alternating recurrence inferred from the prefix.,final-medium-independent-r08
final,medium,direct,F06,8,114030808,1368369733,17788806488,3,1,115030808,1380369733,17944806488,0,0.000000,0,0,0.8900,0.207900,"a(n)=n·a(n-1)+(-1)^n p(n+1), where p(k) is the kth prime.",final-medium-independent-r08
final,medium,direct,F07,8,42,729,132,3,1,42,729,132,3,1.000000,1,0,0.9900,0.999900,Odd positions are Catalan numbers; even positions are powers of 3.,final-medium-independent-r08
final,medium,direct,F08,8,261113,785898,2360293,3,1,261625,788970,2375101,0,0.000000,0,0,0.9200,0.153600,Successive differences satisfy d(n)=3d(n-1)+2^n.,final-medium-independent-r08
final,medium,direct,F09,8,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,0.9900,0.999900,"a(n)=n^5+p(n+1), where p(k) is the kth prime.",final-medium-independent-r08
final,medium,direct,F10,8,27889,37209,49033,3,1,28296,37557,48205,0,0.000000,0,0,0.1500,0.977500,Alternating polynomial recurrence inferred from the prefix.,final-medium-independent-r08
final,medium,direct,F11,8,18506,37157,74482,3,1,14506,29157,58482,0,0.000000,0,0,0.9800,0.039600,a(n)=2a(n-1)+n^2+(-1)^n.,final-medium-independent-r08
final,medium,direct,F12,8,285311670611,8916100448256,302875106592253,3,1,2357947691,61917364224,1792160394037,0,0.000000,0,0,1.0000,0.000000,a(n)=n^n.,final-medium-independent-r08
final,medium,direct,F01,9,50521,353792,2702765,3,1,50521,353792,2702765,3,1.000000,1,1,0.9900,0.999900,Euler zigzag (up/down) numbers,final-medium-independent-r09
final,medium,direct,F02,9,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,0.9900,0.999900,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),final-medium-independent-r09
final,medium,direct,F03,9,8945,25531,72879,3,1,8953,25653,73789,0,0.000000,0,0,0.2000,0.960000,Recurrence with rapidly growing correction terms; extrapolated compactly,final-medium-independent-r09
final,medium,direct,F04,9,2055,5007,12131,3,1,2188,5798,15511,0,0.000000,0,0,0.9800,0.039600,First differences satisfy d(n)=2d(n-1)+d(n-2),final-medium-independent-r09
final,medium,direct,F05,9,2170810,4044971,6870732,3,1,2170810,4044971,6870732,3,1.000000,1,0,0.9900,0.999900,Start at 16; successive increments are fourth powers of consecutive primes,final-medium-independent-r09
final,medium,direct,F06,9,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,0,0.9900,0.999900,a(n)=n·a(n-1) plus alternating consecutive primes,final-medium-independent-r09
final,medium,direct,F07,9,42,729,132,3,1,42,729,132,3,1.000000,1,0,0.9900,0.999900,Odd positions are Catalan numbers; even positions are powers of 3,final-medium-independent-r09
final,medium,direct,F08,9,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9900,0.999900,a(n)=3a(n-1)+2^n-1,final-medium-independent-r09
final,medium,direct,F09,9,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,0.9900,0.999900,a(n)=n^5 plus the nth prime,final-medium-independent-r09
final,medium,direct,F10,9,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,0,0.9700,0.999100,Successive increments are cubes of successive composite integers,final-medium-independent-r09
final,medium,direct,F11,9,14487,29094,58233,3,1,14506,29157,58482,0,0.000000,0,0,0.9900,0.019900,a(n)=2a(n-1)+n^2+(-1)^n,final-medium-independent-r09
final,medium,direct,F12,9,285311670611,8916100448256,302875106592253,3,1,2357947691,61917364224,1792160394037,0,0.000000,0,0,1.0000,0.000000,a(n)=n^n,final-medium-independent-r09
final,medium,direct,F01,10,50521,353792,2702765,3,1,50521,353792,2702765,3,1.000000,1,1,1.0000,1.000000,Euler zigzag (up/down) numbers,final-medium-independent-r10
final,medium,direct,F02,10,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,1.0000,1.000000,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),final-medium-independent-r10
final,medium,direct,F03,10,8491,23259,63499,3,1,8953,25653,73789,0,0.000000,0,0,1.0000,0.000000,a(n)=2a(n-1)+2a(n-2)-1,final-medium-independent-r10
final,medium,direct,F04,10,2188,5798,15511,3,1,2188,5798,15511,3,1.000000,1,1,1.0000,1.000000,Motzkin numbers,final-medium-independent-r10
final,medium,direct,F05,10,2170810,4044971,6870732,3,1,2170810,4044971,6870732,3,1.000000,1,0,0.9900,0.999900,"Successive increments are successive prime fourth powers, starting with 3^4",final-medium-independent-r10
final,medium,direct,F06,10,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,1,0.9600,0.998400,"a(n)=n a(n-1)+(-1)^n p_n for successive primes p_n, from the established index",final-medium-independent-r10
final,medium,direct,F07,10,429,729,132,3,1,42,729,132,2,0.666667,0,0,1.0000,0.000000,Odd positions are Catalan numbers; even positions are powers of 3,final-medium-independent-r10
final,medium,direct,F08,10,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9900,0.999900,Successive differences satisfy d(n)=3d(n-1)+2^(n+1),final-medium-independent-r10
final,medium,direct,F09,10,161051,248834,371293,3,1,161082,248869,371334,0,0.000000,0,1,0.9000,0.190000,a(n)=n^5 plus the successive primes,final-medium-independent-r10
final,medium,direct,F10,10,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,0,0.9900,0.999900,Successive increments are cubes of successive composite integers,final-medium-independent-r10
final,medium,direct,F11,10,14506,29157,58482,3,1,14506,29157,58482,3,1.000000,1,0,1.0000,1.000000,a(n)=2a(n-1)+n^2+(-1)^n,final-medium-independent-r10
final,medium,direct,F12,10,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,1,1.0000,1.000000,Cayley tree numbers a(n)=n^(n-2),final-medium-independent-r10
final,medium,ensemble,F01,,50521,353792,2702765,3,1,50521,353792,2702765,3,1.000000,1,1,0.8640,0.981504,Euler up/down (zigzag) numbers,plurality 5/10 valid from 10 calls
final,medium,ensemble,F02,,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,0.9933,0.999956,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),plurality 6/10 valid from 10 calls
final,medium,ensemble,F03,,8491,23259,63499,3,1,8953,25653,73789,0,0.000000,0,0,1.0000,0.000000,a(n)=2a(n-1)+2a(n-2)-1,plurality 1/10 valid from 10 calls
final,medium,ensemble,F04,,2188,5798,15511,3,1,2188,5798,15511,3,1.000000,1,1,0.9950,0.999975,Motzkin numbers,plurality 4/10 valid from 10 calls
final,medium,ensemble,F05,,2170810,4044971,6870732,3,1,2170810,4044971,6870732,3,1.000000,1,0,0.9900,0.999900,"Start at 16 and add successive prime fourth powers: 3^4,5^4,7^4,...",plurality 5/10 valid from 10 calls
final,medium,ensemble,F06,,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,0,0.9820,0.999676,Multiply by n and alternately add/subtract consecutive primes,plurality 5/10 valid from 10 calls
final,medium,ensemble,F07,,42,729,132,3,1,42,729,132,3,1.000000,1,0,0.9933,0.999956,Odd positions are Catalan numbers; even positions are powers of 3,plurality 9/10 valid from 10 calls
final,medium,ensemble,F08,,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9912,0.999923,a(n)=3a(n-1)+2^(n+1)-1,plurality 8/10 valid from 10 calls
final,medium,ensemble,F09,,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,0.9943,0.999967,a(n)=n^5 plus the nth prime,plurality 7/10 valid from 10 calls
final,medium,ensemble,F10,,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,1,0.9712,0.999173,"Start with 4^3, then cumulatively add cubes of successive composite integers",plurality 8/10 valid from 10 calls
final,medium,ensemble,F11,,14506,29157,58482,3,1,14506,29157,58482,3,1.000000,1,0,0.9667,0.998889,a(n)=2a(n-1)+n^2+(-1)^n,plurality 3/10 valid from 10 calls
final,medium,ensemble,F12,,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,1,0.9950,0.999975,a(n)=n^(n-2),plurality 6/10 valid from 10 calls
final,medium,collaboration,F01,,50521,353792,2702765,3,1,50521,353792,2702765,3,1.000000,1,1,1.0000,1.000000,Euler zigzag numbers,final-medium-judge-judge
final,medium,collaboration,F02,,9496,35696,140152,3,1,9496,35696,140152,3,1.000000,1,1,0.9900,0.999900,Involution numbers: a(n)=a(n-1)+(n-1)a(n-2),final-medium-judge-judge
final,medium,collaboration,F03,,8955,25591,73131,3,1,8953,25653,73789,0,0.000000,0,0,0.2500,0.937500,Best-supported continuation of the observed recurrence pattern,final-medium-judge-judge
final,medium,collaboration,F04,,2188,5798,15511,3,1,2188,5798,15511,3,1.000000,1,1,0.9900,0.999900,Motzkin numbers,final-medium-judge-judge
final,medium,collaboration,F05,,2170810,4044971,6870732,3,1,2170810,4044971,6870732,3,1.000000,1,0,0.9900,0.999900,Initial value plus successive fourth powers of consecutive primes,final-medium-judge-judge
final,medium,collaboration,F06,,115030808,1380369733,17944806488,3,1,115030808,1380369733,17944806488,3,1.000000,1,0,0.9900,0.999900,a(n)=n*a(n-1)+(-1)^n p_n,final-medium-judge-judge
final,medium,collaboration,F07,,42,729,132,3,1,42,729,132,3,1.000000,1,1,1.0000,1.000000,Interleaved Catalan numbers and powers of 3,final-medium-judge-judge
final,medium,collaboration,F08,,261625,788970,2375101,3,1,261625,788970,2375101,3,1.000000,1,0,0.9900,0.999900,First differences satisfy d(n)=3d(n-1)+2^n,final-medium-judge-judge
final,medium,collaboration,F09,,161082,248869,371334,3,1,161082,248869,371334,3,1.000000,1,1,1.0000,1.000000,a(n)=n^5 plus the nth prime,final-medium-judge-judge
final,medium,collaboration,F10,,28296,37557,48205,3,1,28296,37557,48205,3,1.000000,1,0,0.9900,0.999900,Start at 4^3; add cubes of successive composite integers,final-medium-judge-judge
final,medium,collaboration,F11,,14506,29157,58482,3,1,14506,29157,58482,3,1.000000,1,0,0.9900,0.999900,a(n)=2a(n-1)+n^2+(-1)^n,final-medium-judge-judge
final,medium,collaboration,F12,,2357947691,61917364224,1792160394037,3,1,2357947691,61917364224,1792160394037,3,1.000000,1,1,1.0000,1.000000,a(n)=n^(n-2),final-medium-judge-judge
